table_name,comment,Arabic comment,English comment
MUS_ADD_SRVCS_DTL,ÇáÎÏãÇÊ ÇáÇÖÇÝíÉ -  ÊÍáíáí,الخدمات الاضافية -  تحليلي,Additional services - analytical
MUS_ADD_SRVCS_MST,ÇáÎÏãÇÊ ÇáÇÖÇÝíÉ -  ÑÆíÓí,الخدمات الاضافية -  رئيسي,Additional services - main
MUS_ADD_SRVCS_PLGRM,ÇáÎÏãÇÊ ÇáÇÖÇÝíÉ -ÇáãÚÊãÑíä-  ÊÍáíáí,الخدمات الاضافية -المعتمرين-  تحليلي,Additional services - pilgrims - analytical
MUS_BILL_SRVCS_DTL,ÝÇÊæÑÉ ÎÏãÇÊ -  ÊÍáíáí,فاتورة خدمات -  تحليلي,Services bill - analytical
MUS_BILL_SRVCS_MST,ÝÇÊæÑÉ ÎÏãÇÊ - ÑÆíÓí,فاتورة خدمات - رئيسي,Service bill - main
MUS_CNTRCTR,ÇáãÊÚåÏíä- äÙÇã ÇáÍÌ æÇáÚãÑÉ,المتعهدين- نظام الحج والعمرة,The contractors- the Hajj and Umrah system
MUS_COMM_PYMNT_DTL,ÕÑÝ ÇáÚãæáÇÊ - ÊÍáíáí,صرف العمولات - تحليلي,Rumpets - analytical
MUS_COMM_PYMNT_MST,ÕÑÝ ÇáÚãæáÇÊ ÑÆíÓí,صرف العمولات رئيسي,Raul -speaking major
MUS_CSTMR_PRGRM_DTL,ÇáÈÑÇãÌ - ÊÍáíáí- äÙÇã ÇáÍÌ æÇáÚãÑÉ,البرامج - تحليلي- نظام الحج والعمرة,Programs - Analytical - Hajj and Umrah system
MUS_CSTMR_PRGRM_DTL_HSTRY,,,
MUS_CSTMR_PRGRM_MST,ÑÈØ ÇáÈÑÇãÌ ÈÇáÚãáÇÁ- ÑÆíÓí - äÙÇã ÇáÍÌ æÇáÚãÑÉ,ربط البرامج بالعملاء- رئيسي - نظام الحج والعمرة,Linking programs to customers - main - the Hajj and Umrah system
MUS_CSTMR_PRGRM_MST_HSTRY,,,
MUS_DDC_NMS,ÞÇãæÓ ÇáÇÓãÇÁ,قاموس الاسماء,Name dictionary
MUS_DLVRY_PSSPRT_DTL,ÊÓáíã ÌæÇÒÇÊ - ÊÍáíáí,تسليم جوازات - تحليلي,Passports delivery - analytical
MUS_DLVRY_PSSPRT_MST,ÊÓáíã ÌæÇÒÇÊ - ÑÆíÓí,تسليم جوازات - رئيسي,Passport delivery - main
MUS_DOC_TYP_SQ,,,
MUS_GNR_CODE_DTL,ÇáÊÑãíÒÇÊ ÇáÚÇãÉ áäÙÇã ÇáÍÌ æÇáÚãÑÉ- ÊÍáíáí,الترميزات العامة لنظام الحج والعمرة- تحليلي,The general symbols of the Hajj and Umrah system- analytical
MUS_GNR_CODE_MST,ÇáÊÑãíÒÇÊ ÇáÚÇãÉ áäÙÇã ÇáÍÌ æÇáÚãÑÉ - ÑÆíÓí,الترميزات العامة لنظام الحج والعمرة - رئيسي,The general symbols of the Hajj and Umrah system - major
MUS_HOUSING_DTL,ÇáÊÓßíä ÇáÝÚáí-ÊÍáíáí,التسكين الفعلي-تحليلي,Actual housing-analytical
MUS_HOUSING_MST,ÇáÊÓßíä ÇáÝÚáí-ÑÆíÓí,التسكين الفعلي-رئيسي,Actual-major housing
MUS_HTL_DTL,ÇáÝäÇÏÞ - ÊÍáíáí- äÙÇã ÇáÍÌ æÇáÚãÑÉ,الفنادق - تحليلي- نظام الحج والعمرة,Hotels - Analytical - Hajj and Umrah system
MUS_HTL_MST,ÇáÝäÇÏÞ - ÑÆíÓí - äÙÇã ÇáÍÌ æÇáÚãÑÉ,الفنادق - رئيسي - نظام الحج والعمرة,Hotels - Green - Hajj and Umrah System
MUS_HTL_RSRV_DTL,ÍÌÒ ÇáÝäÇÏÞ (ÊÍÏíÏ ÇáÛÑÝ(- ÊÍáíáí,حجز الفنادق (تحديد الغرف(- تحليلي,Hotel reservation (room identification (- analytical
MUS_HTL_RSRV_MST,ÍÌÒ ÇáÝäÇÏÞ-ÑÆíÓí,حجز الفنادق-رئيسي,Hotel Reservation-Prime
MUS_HTL_RSRV_ROMS,ÇáÝäÇÏÞ - ÊÍáíáí-ÓÚÉ ÇáÛÑÝ-äÙÇã ÇáÍÌ æÇáÚãÑÉ,الفنادق - تحليلي-سعة الغرف-نظام الحج والعمرة,Hotels-Analytical-Chamber of Chamber-Hajj and Umrah
MUS_INPT_TYP,,,
MUS_INPT_TYP_PRIV,,,
MUS_LOAD_FILES_TMP,ãÄÞÊ áÍÝÙ ÈíÇäÇÊ ÇáÊÇÔíÑÇÊ ãä ãáÝ XML,مؤقت لحفظ بيانات التاشيرات من ملف XML,Temporary to save visa data from the XML file
MUS_LOAD_XML_FILE_TMP,ÊÍæíá ãáÝ XML Çáí BLOB ááãáÝÇÊ ÇáÎÇÑÌíÉ - ãÄÞÊ,تحويل ملف XML الي BLOB للملفات الخارجية - مؤقت,Convert XML file to Blob for external files - temporary
MUS_ORDR_GRP_BY,,,
MUS_PLGRM_ADD_SRVC,ÇáÎÏãÇÊ ÇáÇÖÇÝíÉ ÇáãÑÊÈØÉ ÈÇáÒÇÆÑ/ÇáãÚÊãÑ,الخدمات الاضافية المرتبطة بالزائر/المعتمر,Additional services associated with the visitor/Umrah
MUS_PLGRM_DTL,ÈíÇäÇÊ ÇáãÚÊãÑíä æÇáÍÌÇÌ - ÊÍáíáí,بيانات المعتمرين والحجاج - تحليلي,Umrah pilgrims and pilgrims - analytical
MUS_PLGRM_DTL_IMP_25012022,,,
MUS_PLGRM_DTL_TMP,ÈíÇäÇÊ ÇáãÚÊãÑíä- ÊÍáíáí-ãÄÞÊ,بيانات المعتمرين- تحليلي-مؤقت,Umrah pilgrims data
MUS_PLGRM_MST,ÊÓÌíá ÇáãÚÊãÑíä æÇáÍÌÇÌ- ÑÆíÓí,تسجيل المعتمرين والحجاج- رئيسي,Registration of pilgrims and pilgrims- major
MUS_PLGRM_OPRTN_DTL,ÚãáíÇÊ ÇáãÚÊãÑíä - ÊÍáíáí,عمليات المعتمرين - تحليلي,Umrah pilgrims - analytical
MUS_PLGRM_OPRTN_DTL_APP,ÚãáíÇÊ ÇáãÚÊãÑíä - ÊÍáíáí-ÇÑÞÇã ÇáØáÈ,عمليات المعتمرين - تحليلي-ارقام الطلب,Umrah pilgrims - analytical - demand numbers
MUS_PLGRM_OPRTN_DTL_TMP,ÚãáíÇÊ ÇáãÚÊãÑíä - ÊÍáíáí-ãÄÞÊ,عمليات المعتمرين - تحليلي-مؤقت,Umrah pilgrims operations - analytical - timing
MUS_PLGRM_OPRTN_FLW,ÊÑÊíÈ ÚãáíÇÊ ÍÑßÉ ÇáÒæÇÑ æÇÑÊÈÇØåÇ ÈÈÚÖåÇ ÇáÈÚÖ - ÇÝÊÑÇÖíÉ áÇ íÊã ÊÚÏíáåÇ,ترتيب عمليات حركة الزوار وارتباطها ببعضها البعض - افتراضية لا يتم تعديلها,Arrange visitors' movement operations and its connection to each other - hypothetical is not modified
MUS_PLGRM_OPRTN_MST,ÍÑßÉ ÇáãÚÊãÑíä- ÑÆíÓí,حركة المعتمرين- رئيسي,Umrah pilgrims movement- main
MUS_PLGRM_SRVC_PRICE,ãÈíÚÇÊ/ÊßáÝÉ - ÊÝÇÕíá ÇÓÚÇÑ ÎÏãÇÊ ÇáÈÑÇãÌ,مبيعات/تكلفة - تفاصيل اسعار خدمات البرامج,Sales/cost - details of the programs of programs
MUS_PRGRM_DTL,ÇáÈÑÇãÌ - ÊÍáíáí- äÙÇã ÇáÍÌ æÇáÚãÑÉ,البرامج - تحليلي- نظام الحج والعمرة,Programs - Analytical - Hajj and Umrah system
MUS_PRGRM_DTL_HSTRY,,,
MUS_PRGRM_MST,ÇáÈÑÇãÌ - ÑÆíÓí - äÙÇã ÇáÍÌ æÇáÚãÑÉ,البرامج - رئيسي - نظام الحج والعمرة,Programs - main - Hajj and Umrah system
MUS_PRGRM_MST_HSTRY,,,
MUS_PSSPRT_DFLT_DATA,ÇáÈíÇäÇÊ ÇáÇÝÊÑÇÖíÉ ááÌæÇÒ,البيانات الافتراضية للجواز,Virtual data for the passport
MUS_RCV_DOC_DTL,ÇÓÊáÇã æËÇÆÞ - ÊÍáíáí,استلام وثائق - تحليلي,Receive documents - analytical
MUS_RCV_DOC_MST,ÇÓÊáÇã æËÇÆÞ - ÑÆíÓí,استلام وثائق - رئيسي,Receipt of documents - main
MUS_RPRT,,,
MUS_RPRT_GRP,,,
MUS_RPRT_PLGRM_TMP,,,
MUS_RPRT_PRMTR,,,
MUS_RPRT_SMPL,,,
MUS_RQ_HOUSING_DTL,ØáÈ ÊÓßíä -ÊÍáíáí,طلب تسكين -تحليلي,Request for housing -analysis
MUS_RQ_HOUSING_MST,ØáÈ ÊÓßíä -ÑÆíÓí,طلب تسكين -رئيسي,Request for housing -main
MUS_RQ_MOVMNT,ãÓÊäÏÇÊ ÇáÍÌ æÇáÚãÑÉ ÇáÚãáíÇÊ ÇáÛíÑ ãÄËÑÉ ãÇáíÇ - ãËá ÇáØáÈÇÊ æÇáÇÔÚÇÑÇÊ,مستندات الحج والعمرة العمليات الغير مؤثرة ماليا - مثل الطلبات والاشعارات,Hajj and Umrah documents are financially unnecessary operations - such as requests and notifications
MUS_RQ_SRVCS_CST_DTL,ØáÈ ÊßáÝÉ ÇáÎÏãÇÊ -  ÊÍáíáí,طلب تكلفة الخدمات -  تحليلي,Request for the cost of services - analytical
MUS_RQ_SRVCS_CST_MST,ØáÈ ÝÇÊæÑÉ ÊßáÝÉ ÎÏãÇÊ - ÑÆíÓí,طلب فاتورة تكلفة خدمات - رئيسي,Request for a cost of services for services - main
MUS_RQ_SRVCS_CST_PLGRM,ØáÈ ÊßáÝÉ ÇáÎÏãÇÊ  -  ÊÍáíáí -ÇáãÚÊãÑíä ÇáãÑÊÈØíä ÈåÐå ÇáÎÏãÇÊ,طلب تكلفة الخدمات  -  تحليلي -المعتمرين المرتبطين بهذه الخدمات,Request for the cost of services - analytical - pilgrims associated with these services
MUS_RQ_SRVCS_DTL,ØáÈ ÎÏãÇÊ -  ÊÍáíáí,طلب خدمات -  تحليلي,Services request - analytical
MUS_RQ_SRVCS_MST,,,
MUS_RTRN_BILL_SRVCS_DTL,ãÑÏæÏ ÝÇÊæÑÉ ÎÏãÇÊ -  ÊÍáíáí,مردود فاتورة خدمات -  تحليلي,Promised services for service - analytical
MUS_RTRN_BILL_SRVCS_MST,ãÑÏæÏ ÝÇÊæÑÉ ÎÏãÇÊ - ÑÆíÓí,مردود فاتورة خدمات - رئيسي,Promised service payment - main
MUS_RTRN_SRVCS_CST_DTL,ãÑÊÌÚ ÊßáÝÉ ÇáÎÏãÇÊ æÇáÈÑÇãÌ -  ÊÍáíáí,مرتجع تكلفة الخدمات والبرامج -  تحليلي,Refer to the cost of services and programs - analytical
MUS_RTRN_SRVCS_CST_MST,ãÑÊÌÚ ÊßáÝÉ ÇáÎÏãÇÊ æÇáÈÑÇãÌ -  ÑÆíÓí,مرتجع تكلفة الخدمات والبرامج -  رئيسي,Refer to the cost of services and programs - main
MUS_RTRN_SRVCS_CST_PLGRM,ãÑÊÌÚ ÊßáÝÉ ÇáÎÏãÇÊ æÇáÈÑÇãÌ -  ÊÍáíáí -ÇáãÚÊãÑíä ÇáãÑÊÈØíä ÈåÐå ÇáÎÏãÇÊ,مرتجع تكلفة الخدمات والبرامج -  تحليلي -المعتمرين المرتبطين بهذه الخدمات,Refer to the cost of services and programs - analytical - pilgrims associated with these services
MUS_RTRN_SRVCS_DTL,ãÑÊÌÚ ãÈíÚÇÊ ÎÏãÇÊ ÇáÍÌ æÇáÚãÑÉ  -  ÊÍáíáí,مرتجع مبيعات خدمات الحج والعمرة  -  تحليلي,References for Hajj and Umrah services - analytical
MUS_RTRN_SRVCS_DTL_BK,,,
MUS_RTRN_SRVCS_MST,ãÑÊÌÚ ãÈíÚÇÊ ÎÏãÇÊ ÇáÍÌ æÇáÚãÑÉ  -  ÑÆíÓí,مرتجع مبيعات خدمات الحج والعمرة  -  رئيسي,References for Hajj and Umrah Services sales - main
MUS_RTRN_SRVCS_PLGRM,ãÑÊÌÚ ãÈíÚÇÊ ÎÏãÇÊ ÇáÍÌ æÇáÚãÑÉ  - ÇáãÚÊãÑíä - ÊÍáíáí,مرتجع مبيعات خدمات الحج والعمرة  - المعتمرين - تحليلي,References for Hajj and Umrah services - Umrah pilgrims - analytical
MUS_SND_GRP_DTL,ÊÍáíáí - ÇÑÓÇá ÇáãÌãæÚÇÊ áäÙÇã ÇáÚãÑÉ,تحليلي - ارسال المجموعات لنظام العمرة,Analytical - Sending groups to the Umrah system
MUS_SND_GRP_MST,ÑÆíÓí - ÇÑÓÇá ÇáãÌãæÚÇÊ áäÙÇã ÇáÚãÑÉ,رئيسي - ارسال المجموعات لنظام العمرة,Main - sending groups to the Umrah system
MUS_SPRVSR,ÈíÇäÇÊ ÇáãÔÑÝíä- äÙÇã ÇáÍÌ æÇáÚãÑÉ,بيانات المشرفين- نظام الحج والعمرة,Supervisors data- Hajj and Umrah system
MUS_SRVCS_CST_DTL,ÊßáÝÉ ÇáÎÏãÇÊ -  ÊÍáíáí,تكلفة الخدمات -  تحليلي,Services cost - analytical
MUS_SRVCS_CST_MST,ÊßáÝÉ ÇáÎÏãÇÊ -  ÑÆíÓí,تكلفة الخدمات -  رئيسي,Services cost - main
MUS_SRVCS_CST_PLGRM,ÊßáÝÉ ÇáÎÏãÇÊ  -  ÊÍáíáí -ÇáãÚÊãÑíä ÇáãÑÊÈØíä ÈåÐå ÇáÎÏãÇÊ,تكلفة الخدمات  -  تحليلي -المعتمرين المرتبطين بهذه الخدمات,The cost of services - analytical - pilgrims associated with these services
MUS_SRVC_CODE,ÎÏãÇÊ ÈÑÇãÌ ÇáÍÌ æÇáÚãÑÉ,خدمات برامج الحج والعمرة,Hajj and Umrah programs services
MUS_TRNSPRT_CMPNY,ÔÑßÇÊ ÇáäÞá- äÙÇã ÇáÍÌ æÇáÚãÑÉ,شركات النقل- نظام الحج والعمرة,Transport companies- Hajj and Umrah system
MUS_TRP_DTL,ãäÇÝÓÊ ÇáÑÍáÉ- äÙÇã ÇáÍÌ æÇáÚãÑÉ,منافست الرحلة- نظام الحج والعمرة,Journey's competence- Hajj and Umrah system
MUS_TRP_L_MST,ãäÇÝÓÊ ÇáÑÍáÇÊ- äÙÇã ÇáÍÌ æÇáÚãÑÉ,منافست الرحلات- نظام الحج والعمرة,Trips- Hajj and Umrah system
MUS_TRP_MST,ãäÇÝÓÊ ÇáÑÍáÇÊ- äÙÇã ÇáÍÌ æÇáÚãÑÉ,منافست الرحلات- نظام الحج والعمرة,Trips- Hajj and Umrah system
MUS_TRP_RSRV_DTL,ÍÌÒ ÇáÑÍáÇÊ  -  ÊÍáíáí,حجز الرحلات  -  تحليلي,Flights - analysis
MUS_TRP_RSRV_MST,ÍÌÒ ÑÆíÓí - ÑÆíÓí,حجز رئيسي - رئيسي,Main reservation - main
MUS_VCHR_HOUSING_DTL,ÊÍáíáí(ÞÓíãÉ ÊÓßíä)- äÙÇã ÇáÍÌ æÇáÚãÑÉ,تحليلي(قسيمة تسكين)- نظام الحج والعمرة,Analytical (Essence Port)- The Hajj and Umrah System
MUS_VCHR_HOUSING_MST,ÑÆíÓí-(ÞÓíãÉ ÊÓßíä)- äÙÇã ÇáÍÌ æÇáÚãÑÉ,رئيسي-(قسيمة تسكين)- نظام الحج والعمرة,Green- (Empowerment voucher)- Hajj and Umrah system
MUS_VCHR_HST,ÇãÑ ÊÔÛíá-ÊÍáíáí(ÈíÇäÇÊ ÇáÓßä)- äÙÇã ÇáÍÌ æÇáÚãÑÉ,امر تشغيل-تحليلي(بيانات السكن)- نظام الحج والعمرة,Analytical order (housing data)- Hajj and Umrah system
MUS_VCHR_PLGRM,ÇãÑ ÊÔÛíá-ÊÍáíáí(ÇáãÚÊãÑíä æÇáÍÌÇÌ)- äÙÇã ÇáÍÌ æÇáÚãÑÉ,امر تشغيل-تحليلي(المعتمرين والحجاج)- نظام الحج والعمرة,Analytical order (pilgrims and pilgrims)- Hajj and Umrah system
MUS_VCHR_SHRNS,ÇãÑ ÊÔÛíá-ÊÍáíáí(ÇáãÒÇÑÇÊ)- äÙÇã ÇáÍÌ æÇáÚãÑÉ,امر تشغيل-تحليلي(المزارات)- نظام الحج والعمرة,Analytical order (shrines)- Hajj and Umrah system
MUS_VCHR_TRNSPRT,ÇãÑ ÊÔÛíá-ÊÍáíáí(ÈíÇäÇÊ ÇáäÞá ÇáÏÇÎáí)- äÙÇã ÇáÍÌ æÇáÚãÑÉ,امر تشغيل-تحليلي(بيانات النقل الداخلي)- نظام الحج والعمرة,Analytical order (internal transportation data)- Hajj and Umrah system
MUS_VCHR_TRVL,ÇãÑ ÊÔÛíá - ÑÆíÓí(ÈíÇäÇÊ ÇáÑÍáÉ)- äÙÇã ÇáÍÌ æÇáÚãÑÉ,امر تشغيل - رئيسي(بيانات الرحلة)- نظام الحج والعمرة,Employment Order - Main (Trip Data) - Hajj and Umrah System
MUS_WS_TMP,áÍÝÙ ÈíÇäÇÊ ÇáÑßæÓÊ æÇáÑÓÈæäÓ,لحفظ بيانات الركوست والرسبونس,To save the storage and Sponsors data
MVS_VISA_NO_DTL,,,
MVS_VISA_NO_MST,ÇÑÞÇã ÇáÊÇÔíÑÇÊ,ارقام التاشيرات,Vacation numbers
MVS_VISA_TYP_MST,ÇäæÇÚ ÇáÝíÒ,انواع الفيز,Types of visa
MV_GR_DETAIL_CNTR,,,
MV_IAS_ITM_WCODE,,,
MV_IAS_POST_DTL,,,
MV_IAS_POST_MST,,,
MV_IAS_WHTRNS_MST,,,
MV_ITEM_MOVEMENT,,,
MV_SALES_ORDER,,,
NOTE,ÇáÅÔÚÇÑÇÊ - ÑÆíÓí,الإشعارات - رئيسي,Features - main
NOTE_DETAIL,ÇáÅÔÚÇÑÇÊ - ÊÍáíáí,الإشعارات - تحليلي,Features - Analytical
OH_INSRT_ERR,,,
OK,,,
OLDIAS_ITM_GRANT_CARD_DTL,,,
OLD_HRS_DSRV_DTL_DTL_TMP,ÕÑÝ ãÓÊÍÞÇÊ ÇáãæÙÝíä ãÄÞÊ - ÊÍáíáí2,صرف مستحقات الموظفين مؤقت - تحليلي2,Performance of employees ’dues - analytical 2
OLD_S_INACTV_LVL,,,
OLD_S_INACTV_MOV,,,
OLD_S_INACTV_USR,,,
OPEN_BAL,ÇáÃÑÕÏÉ ÇáÅÝÊÊÇÍíÉ ááÍÓÇÈÇÊ,الأرصدة الإفتتاحية للحسابات,The opening balances of accounts
ORA_PARA,,,
ORDER_DETAIL,ØáÈÇÊ ÇáÚãáÇÁ - ÊÍáíáí,طلبات العملاء - تحليلي,Customer requests - analytical
ORDS_PARAMETERS,,,
OTHER_CHARGES,ÃÚÈÇÁ ÝæÇÊíÑ ÇáãÈíÚÇÊ æÇáãÑÏæÏ,أعباء فواتير المبيعات والمردود,The burdens of sales and return bills
OTHER_CHARGES_BR,ÃÚÈÇÁ ÝæÇÊíÑ ÇáãÈíÚÇÊ æÇáãÑÏæÏ,أعباء فواتير المبيعات والمردود,The burdens of sales and return bills
OTHER_CHARGES_ITEMS,ÃÚÈÇÁ ÝæÇÊíÑ ÇáãÈíÚÇÊ æÇáãÑÏæÏ ÍÓÈ ÇáÕäÝ,أعباء فواتير المبيعات والمردود حسب الصنف,The burdens of sales and return bills according to the category
OTHER_CHARGES_ITEMS_BR,ÃÚÈÇÁ ÝæÇÊíÑ ÇáãÈíÚÇÊ æÇáãÑÏæÏ ÍÓÈ ÇáÕäÝ,أعباء فواتير المبيعات والمردود حسب الصنف,The burdens of sales and return bills according to the category
OTHER_CHARGES_ITEMS_OTHRS,ÃÚÈÇÁ ÝæÇÊíÑ ÇáãÈíÚÇÊ æÇáãÑÏæÏ ÍÓÈ ÇáÕäÝ,أعباء فواتير المبيعات والمردود حسب الصنف,The burdens of sales and return bills according to the category
OTHER_CHARGES_OTHRS,ÃÚÈÇÁ ÇáãÈíÚÇÊ,أعباء المبيعات,Sales burdens
OUTGOING_ACCOUNTS,ÍÓÇÈÇÊ ÃæÇãÑ ÇáÕÑÝ ÇáÊãÊÚÏÏÉ,حسابات أوامر الصرف التمتعددة,Summer drainage orders accounts
OUT_TYPES,ÃäæÇÚ ÇáÕÑÝ ÇáãÎÒäí,أنواع الصرف المخزني,Types of stock exchange
PAD_BILL_VCHR_CUST,,,
PAD_VCHR_CST,,,
PARTS,,,
PDF,,,
PI_RQST_AUTO_TMP,,,
PKG_ERR_TRC,,,
PLAT_CLAIM_DTL,,,
PLAT_CLAIM_DTL_DGNOSS,,,
PLAT_CLAIM_MST,,,
PMS_ACHVE_JOBS_DTL,ÌÏæá ÊÓÌíá ÈíÇäÇÊ ÇáÇÚãÇá ÇáãäÌÒÉ ááãÔÇÑíÚ ÇáÊÝÕíáí,جدول تسجيل بيانات الاعمال المنجزة للمشاريع التفصيلي,Business recording schedule completed for detailed projects
PMS_ACHVE_JOBS_ITEM_DTL,ÌÏæá ÊÓÌíá ÈíÇäÇÊ ÊÝÇÕíá ÈäæÏ ÇáÇÚãÇá ÇáãäÌÒÉ ááãÔÇÑíÚ,جدول تسجيل بيانات تفاصيل بنود الاعمال المنجزة للمشاريع,Data recording schedule details of business provisions for projects
PMS_ACHVE_JOBS_MST,ÌÏæá ÊÓÌíá ÈíÇäÇÊ ÇáÇÚãÇá ÇáãäÌÒÉ ááãÔÇÑíÚ,جدول تسجيل بيانات الاعمال المنجزة للمشاريع,Business registration schedule completed for projects
PMS_ACTIVE_STALLED_PROJECTS,ÌÏæá ÊÝÚíá ÇáãÔÇÑíÚ ÇáãÊÚËÑÉ,جدول تفعيل المشاريع المتعثرة,Schedule activation schedule
PMS_CLOSE_PROJECTS,ÌÏæá ÇáÇÓÊáÇã ÇáäåÇÆí ááãÔÇÑíÚ,جدول الاستلام النهائي للمشاريع,The final receipt schedule for projects
PMS_COD_CONTRACT_DEDUCTS,Ïæá ÊÓÌíá ÎÕãíÇÊ ÇáÚÞæÏ,دول تسجيل خصميات العقود,Contract discount registration countries
PMS_COD_PLN_WRKS,ÌÏæá ÊÎØíØ ÃÚãÇá ÇáãÔÇÑíÚ,جدول تخطيط أعمال المشاريع,Project business planning schedule
PMS_COD_PROJECTS_ADD_FLDS,ÌÏæá ÊÑãíÒ  ÈíÇäÇÊ ÅÖÇÝíÉ  ááãÔÇÑíÚ,جدول ترميز  بيانات إضافية  للمشاريع,Additional data coding schedule for projects
PMS_COD_PROJECTS_CODS,ÌÏæá ÊÑãíÒÇÊ ÇáãÔÇÑíÚ,جدول ترميزات المشاريع,Project symbols schedule
PMS_COD_PROJECTS_CONDS,Ïæá ÊÓÌíá ÔÑæØ  ÇáãÔÇÑíÚ,دول تسجيل شروط  المشاريع,Countries registration of project conditions
PMS_CONN_ACC_INV_BY_GL,,,
PMS_CONTRACTS_ACC,ÌÏæá ÊÝÇÕíá  ÍÓÇÈÇÊ ÚÞæÏ ÇáãÔÇÑíÚ,جدول تفاصيل  حسابات عقود المشاريع,Project accounts account details schedule
PMS_CONTRACTS_ADD_ITEMS,ÌÏæá ÇáÅÖÇÝÇÊ Úáì ÇáÚÞæÏ,جدول الإضافات على العقود,Schedule of additions to contracts
PMS_CONTRACTS_ADD_ITEMS_DTL,ÌÏæá ÈäæÏ ÇáÚÞÏ ÊÝÕíáí,جدول بنود العقد تفصيلي,Schedule of contract items detailed
PMS_CONTRACTS_DEDUCTS,Ïæá ÊÓÝÇÕíá ÎÕãíÇÊ ÇáÚÞæÏ,دول تسفاصيل خصميات العقود,Contracting decades of contracts for contracts
PMS_CONTRACTS_DTL,ÌÏæá ÈäæÏ ÇáÚÞÏ ÊÝÕíáí,جدول بنود العقد تفصيلي,Schedule of contract items detailed
PMS_CONTRACTS_DTL_PRDCSR,ÌÏæá ÈäæÏ ÇáÚÞÏ ÇáÇÓÈÞíÉ,جدول بنود العقد الاسبقية,A schedule of precedence contracts
PMS_CONTRACTS_MST,ÌÏæá ÊÓÌíá ÈíÇäÇÊ ÚÞæÏ  ÇáãÔÇÑíÚ,جدول تسجيل بيانات عقود  المشاريع,Project contract registration schedule
PMS_CONTRACTS_QTY_DTL,ÌÏæá ÊÚÏíá ßãíÇÊ ÇáÚÞæÏ ÊÝÕíáí,جدول تعديل كميات العقود تفصيلي,Schedule of adjusting the quantities of contracts detailed
PMS_CONTRACTS_QTY_MST,ÌÏæá ÊÚÏíá ßãíÇÊ ÇáÚÞÏ ÇáÑÆíÓí,جدول تعديل كميات العقد الرئيسي,Main contract modification schedule
PMS_DOC_TYPE_TMP,,,
PMS_FINCE_DEDUCTS,Ïæá ÊÓÝÇÕíá ÎÕãíÇÊ ÇáãÓÊÎáÕÇÊ Ç,دول تسفاصيل خصميات المستخلصات ا,Details of the extract discounts
PMS_FINCE_RECEIPT_DTL,ÌÏæá ÊÓÌíá ÈíÇäÇÊ  ãÓÊÎáÕÇÊ ÇáãÔÇÑíÚ ÇáÊÝÕíáí,جدول تسجيل بيانات  مستخلصات المشاريع التفصيلي,Data Registration Schedule of Detailed Projects
PMS_FINCE_RECEIPT_MST,ÌÏæá ÊÓÌíá ÈíÇäÇÊ  ãÓÊÎáÕÇÊ ÇáãÔÇÑíÚ,جدول تسجيل بيانات  مستخلصات المشاريع,Project extract data recording schedule
PMS_IMP_CNTRCT_EXT,,,
PMS_IMP_ENCLOSE,,,
PMS_ITM_PRICE_CHNG_DTL,,,
PMS_ITM_PRICE_CHNG_MST,,,
PMS_LNK_ITEMS_CC,,,
PMS_LNK_STDY_IMPLMNT_DTL,ÊÝÇÕíá ÑÈØ ÇáÏÑÇÓÉ ÇáÝäíÉ æÇáãÇáíÉ ÈãÎØØ ÇáÊäÝíÐ,تفاصيل ربط الدراسة الفنية والمالية بمخطط التنفيذ,Details of linking the technical and financial study to the implementation plan
PMS_LNK_STDY_IMPLMNT_MST,,,
PMS_PARA,ÌÏæá ãÊÛíÑÇÊ äÙÇã ÇáãÔÇÑíÚ,جدول متغيرات نظام المشاريع,Project variables schedule
PMS_PRE_CLOSE_DTL,ÌÏæá ÊÓÌíá ÇáÇÓÊáÇã ÇáÇÈÊÏÇÆí ááãÔÇÑíÚ ÇáÊÝÕíáí,جدول تسجيل الاستلام الابتدائي للمشاريع التفصيلي,Primary receipt recording schedule for detailed projects
PMS_PRE_CLOSE_MST,ÌÏæá ÇáÇÓÊáÇã ÇáÇÈÊÏÇÆí ááãÔÇÑíÚ ÇáÑÆíÓí,جدول الاستلام الابتدائي للمشاريع الرئيسي,The primary receipt schedule for the main projects
PMS_PROJCT_IMPLMNT_PLN_DTL,,,
PMS_PROJCT_IMPLMNT_PLN_MST,,,
PMS_PROJCT_SITE_RCEVED,ÌÏæá ÊÝÇÕíá ÇÓÊáÇã ãæÞÚ ÇáãÔÑæÚ,جدول تفاصيل استلام موقع المشروع,Table for receiving the project website
PMS_PROJECT_COND_DEDUCTS,,,
PMS_RECEIPT_ADJST_DTL,,,
PMS_RECEIPT_ADJST_MST,,,
PMS_RECEIPT_ENV_DEDUCTS,,,
PMS_RECEIPT_ENV_DTL,,,
PMS_RECEIPT_ENV_MST,,,
PMS_RECORD_STALLED_PROJECTS,ÌÏæá ÊÓÌíá ÇáãÔÇÑíÚ ÇáãÊÚËÑÉ,جدول تسجيل المشاريع المتعثرة,Schedule registration schedule
PMS_RQ_FINCE_DEDUCTS,,,
PMS_RQ_FINCE_RECEIPT_DTL,,,
PMS_RQ_FINCE_RECEIPT_MST,,,
PMS_RQ_S_FINCE_DEDUCTS,,,
PMS_RQ_S_FINCE_RECEIPT_DTL,,,
PMS_RQ_S_FINCE_RECEIPT_MST,,,
